"danceability","energy","valence","tempo"
1.40587306501073,0.646393294291611,1.24998485602471,-0.478641324096704
0.791441317008468,1.12882322524195,1.45468774744006,-0.132126155039585
1.14781173084978,0.4472952275502,1.65545404478974,-0.466266983270598
0.717709507248196,-1.10337240764733,-1.02142991987254,-0.211785974107641
1.03721401620937,0.696167810976963,0.797276538471534,-0.588194591519129
0.594823157647743,-0.456303690737744,-0.293160017721777,0.669986687530865
0.56410157024763,0.0835583748495447,-1.36785019765237,-1.27460062218026
1.24612081053014,0.61576282248524,0.87600841978513,-0.207179222224009
0.779152682048423,0.864635405912004,0.816959508799933,-0.0694138027551097
1.33828557273048,0.217566689002417,1.06496493493776,-0.50123794647481
0.189298203966247,-1.76154467058673,-1.2064498409595,-1.46916023092985
-0.437422178996063,-1.92120600487743,-1.39934295017781,-1.89210713014386
-0.253092654595384,-0.567339151035838,0.368187785312433,-1.08259658381867
-0.185505162315134,-1.61643281040404,-0.289223423656097,-0.120962347555164
0.0111129970455907,-1.85535049049374,-1.19857665282814,-1.66234117670696
0.0418345844457041,-1.53985663088812,-0.781297681866075,-1.09355863574615
0.68084360236806,-1.51305496805754,0.474475825085788,-0.933902738348458
-0.640184655836811,-1.78604904803182,-1.24581578161629,-1.49505219407143
-0.701627830637037,-0.643915330551766,1.37989246019215,2.19391366100671
0.711565189768173,-1.8917241757638,-0.808853840325834,-1.43997292702479
-0.0134642728744999,-0.996165756325031,0.379997567509473,-0.512838890999284
-0.259236972075406,-0.0810804111096993,1.07283812306912,1.64631545352538
1.02492538124933,-1.47859568727537,-0.375828493101054,-0.0779547879992154
0.256885696246496,-1.53985663088812,0.502031983545547,0.400743896784593
-0.148639257434998,-0.620942476696987,0.789403350340174,0.171784965575478
-1.66628567500059,-1.63557685528302,-1.67096794070972,-1.414887986111
0.0664118543657947,-1.62791923733143,-0.572658196385045,-1.34763613379521
-0.339113099315701,-1.74240062570774,-1.08441542492342,-0.529315594816653
0.392060680806995,-1.18760620511485,-0.407321245626492,0.128710154167213
-1.26690503879912,-1.8955529847396,-1.64341178224996,0.342133907491379
-1.33449253107937,-1.87564317806546,-1.34423063325829,-1.0277863241813
-0.560308528596516,-1.16846216023587,-0.0727107500437072,1.6568403684128
-0.689339195676992,-1.40584831673524,-1.00568354360983,0.303060581295905
0.914327666608921,-1.04211146403459,1.1161406577916,-0.0832676843321625
-0.148639257434998,-0.444817263810354,-0.00578865092715011,0.782835295716765
-0.812225545277445,-1.78758057162214,-1.17889368249974,-0.329712097143383
0.951193571489057,-0.969364093494457,0.820896102865613,-1.05549408733541
0.47193680804729,-1.26418238463078,-0.123886472897545,0.522099864288438
0.133999346646044,-0.368241084294427,0.65162255804138,0.0346248127774208
0.582534522687697,-0.992336947349235,0.624066399581621,-0.0681023916349517
-0.443566496476086,-0.88130148705114,1.56884897534478,1.73512152450838
0.422782268207108,-1.67233342145067,-0.875775939442391,-0.48318082412802
0.0356902669656814,-0.869815060123751,0.364251191246753,-0.38872559755049
-0.19779379727518,-1.5513430578155,-0.407321245626492,-1.451943756737
0.373627728366927,-1.4556228334206,-0.525419067596887,0.54348595332486
0.0479789019257267,-1.31012809234033,-0.797044058128795,-1.22426261072189
0.0909891242858853,-0.571167960011635,0.931120736704648,1.32464984389894
0.152432299086112,-0.479276544592522,-0.139632849160264,1.21042257274057
0.693132237328105,-0.329952994536463,1.20274572723656,-1.43748460848911
0.0541232194057494,-1.04594027301038,0.805149726602893,0.815452444089924
-0.117917670034885,0.0682431389463592,1.23030188569631,1.53558527868742
0.238452743806429,-0.885130296026937,0.277646121801797,0.609695401929758
-0.296102876955542,-1.49008211420276,-1.16314730623702,-1.08912001349331
1.13552309588974,-0.452474881761947,0.781530162208814,-1.35732040052868
0.275318648686564,-0.425673218931373,0.407553725969231,0.930520363402244
0.711565189768173,-0.548195106156856,1.00197942988688,0.731522132399815
0.410493633247063,-0.942562430663882,0.112309171043245,-0.548616876431286
1.13552309588974,-0.0925668380370884,0.852388855391051,-1.01685789817999
0.19544252144627,-0.800896498559417,1.15157000438272,1.65710937582206
-0.308391511915588,-0.222746343214165,0.65555915210706,1.97167991502918
0.705420872288151,-1.37138903595308,0.159548299831402,-1.22305207738021
1.39358443005069,-1.10337240764733,0.1989142404882,-1.44121708629263
0.164720934046157,-1.62026161937984,-0.320716176181536,0.651862313331759
-0.480432401356222,-1.42882117059002,-0.210491542342501,1.80196986571028
0.7730083645684,-1.51688377703334,-0.45849696848033,-0.13844782915727
0.164720934046157,-1.60877519245245,-0.67500964209272,-1.28912702228047
0.766864047088377,-1.19143501409065,-0.206554948276821,0.237221017878744
0.729998142208241,-0.559681533084245,0.970486677361446,0.874196937087768
-1.34678116603942,-1.7864319289294,-1.61191902972452,-0.56132747651897
0.349050458446836,-1.32161451926772,0.313075468392915,0.79282219578566
0.133999346646044,-1.06125550891357,-0.297096611787457,-0.107041214125795
-0.308391511915588,-1.57431591167028,-1.12378136558022,-1.68096993979843
-0.818369862757468,-1.53602782191232,-0.541165443859606,0.85946878143061
0.17086525152618,-1.16846216023587,0.797276538471534,0.739020713933026
0.146287981606089,-1.4517940244448,-0.108140096634826,0.536390882905545
0.177009569006203,-1.49391092317856,-0.808853840325834,0.0133396015194723
-0.861380085117626,-1.80404445021807,-0.45849696848033,-1.50342504968474
-0.0871960826347718,-0.364412275318631,0.698861686829538,0.423912159907383
0.201586838926293,-0.823869352414195,0.128055547305964,0.264794277328219
0.07870048932584,-1.46328045137219,-0.789170869997435,0.249225473517113
-0.935111894877898,-0.961706475542864,0.797276538471534,-1.32947813366995
-0.443566496476086,-1.09954359867153,-0.00972524499282994,1.59372450501443
0.539524300327539,-0.781752453680435,0.765783785946095,-0.0954066436751631
